step,timestamp,total_reward,rm_score,indicator_penalty,kl_penalty,response_length_mean,response_length_std,ppo_loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,reward_mean,reward_std,reward_min,reward_max,advantage_mean,advantage_std,gpu_memory_gb,feat_48659_activation,feat_28879_activation,feat_26446_activation,feat_48659_above_tau,feat_28879_above_tau,feat_26446_above_tau
11,158.7946298122406,-0.1376953125,-0.087890625,0.050048828125,0.0,256.0,0.0,0.15724480152130127,-0.012725874781608582,0.3359375,2.174405574798584,-0.000910833477973938,0.0,-0.1376953125,0.07275390625,-0.189453125,-0.08642578125,-0.578125,0.1572265625,37.46552576,0.0,2.703125,0.0,0.0,0.5,0.0
12,171.69092082977295,-0.095703125,-0.095703125,0.0,0.0,256.0,0.0,0.7832881808280945,-0.0008903443813323975,1.5546875,2.0819358825683594,0.00030219554901123047,0.0,-0.095703125,0.00518798828125,-0.09912109375,-0.091796875,0.921875,1.1953125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
13,184.8162546157837,-0.1640625,-0.11328125,0.050048828125,0.0,256.0,0.0,0.010858714580535889,-0.0016768276691436768,0.02490234375,2.4190289974212646,0.00033652782440185547,0.0,-0.1640625,0.0172119140625,-0.17578125,-0.1513671875,-0.0439453125,0.20703125,37.46552576,0.0,2.0625,0.0,0.0,0.5,0.0
14,198.43384218215942,-0.150390625,-0.10009765625,0.050048828125,0.0,256.0,0.0,0.5661356449127197,-0.0006349384784698486,1.1328125,2.648662805557251,0.00029958784580230713,0.0,-0.150390625,0.080078125,-0.20703125,-0.09375,0.84765625,0.8671875,37.46552576,0.0,2.75,0.0,0.0,0.5,0.0
15,211.7307002544403,-0.1748046875,-0.07421875,0.10009765625,0.0,256.0,0.0,0.4221832752227783,0.00021198391914367676,0.83203125,1.533686637878418,0.001542702317237854,0.0,-0.1748046875,0.0234375,-0.19140625,-0.158203125,0.00390625,1.3125,37.46552576,0.0,6.0625,0.0,0.0,1.0,0.0
16,224.65212965011597,-0.1767578125,-0.126953125,0.050048828125,0.0,256.0,0.0,0.3434302508831024,0.000652804970741272,0.6875,1.3112714290618896,-0.0011636912822723389,0.0,-0.1767578125,0.0791015625,-0.232421875,-0.12060546875,0.4375,0.99609375,37.46552576,0.0,4.3125,0.0,0.0,0.5,0.0
17,238.18959593772888,-0.15625,-0.10546875,0.050048828125,0.0,256.0,0.0,0.04232072830200195,-0.0010327398777008057,0.0849609375,0.7602304816246033,0.0008138790726661682,0.0,-0.15625,0.072265625,-0.20703125,-0.10498046875,-0.1337890625,0.361328125,37.46552576,0.0,3.765625,0.0,0.0,0.5,0.0
18,251.14641189575195,-0.1875,-0.0869140625,0.10009765625,0.0,256.0,0.0,0.8019062280654907,0.005360230803489685,1.5703125,0.9582403302192688,0.0002492666244506836,0.0,-0.1875,0.0137939453125,-0.197265625,-0.177734375,1.15625,0.69140625,37.46552576,0.0,5.25,0.0,0.0,1.0,0.0
19,264.1293065547943,-0.1103515625,-0.060302734375,0.050048828125,0.0,256.0,0.0,0.6883725523948669,7.672607898712158e-05,1.375,1.4325817823410034,0.0012517720460891724,0.0,-0.1103515625,0.0703125,-0.16015625,-0.060546875,-0.0859375,1.6796875,37.46552576,0.0,2.109375,0.0,0.0,0.5,0.0
20,277.2098834514618,-0.19140625,-0.09130859375,0.10009765625,0.0,256.0,0.0,0.1999659538269043,-0.0013027191162109375,0.384765625,1.8020538091659546,0.001711517572402954,0.0,-0.19140625,0.07470703125,-0.244140625,-0.138671875,-0.314453125,0.7578125,37.46552576,0.0,4.8125,0.0,0.0,1.0,0.0
21,290.54848194122314,-0.06005859375,-0.06005859375,0.0,0.0,256.0,0.0,1.9648160934448242,0.011268466711044312,3.9375,1.5219194889068604,-0.0005767643451690674,0.0,-0.06005859375,0.00482177734375,-0.0634765625,-0.056640625,-1.96875,0.34765625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
22,304.00809693336487,-0.1630859375,-0.06298828125,0.10009765625,0.0,256.0,0.0,0.3850933015346527,-0.025535941123962402,0.83203125,0.9677789211273193,-0.0010844171047210693,0.0,-0.1630859375,0.0303955078125,-0.1845703125,-0.1416015625,-0.90625,0.07470703125,37.46552576,0.0,4.6875,0.0,0.0,1.0,0.0
23,316.95362520217896,-0.166015625,-0.11669921875,0.050048828125,0.0,256.0,0.0,0.11164337396621704,-0.00038170814514160156,0.2314453125,1.0198335647583008,-0.00017344951629638672,0.0,-0.166015625,0.115234375,-0.248046875,-0.0849609375,0.0234375,0.69140625,37.46552576,0.0,4.03125,0.0,0.0,0.5,0.0
24,331.3427460193634,-0.08056640625,-0.08056640625,0.0,0.0,256.0,0.0,0.7625956535339355,-0.004113718867301941,1.51171875,1.318971037864685,0.0009923428297042847,0.0,-0.08056640625,0.03515625,-0.10546875,-0.055908203125,-1.1953125,0.3671875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
25,344.50247955322266,-0.20703125,-0.1064453125,0.10009765625,0.0,256.0,0.0,2.1888070106506348,0.031774163246154785,4.3125,1.772882342338562,-0.0014039278030395508,0.0,-0.20703125,0.033935546875,-0.23046875,-0.1826171875,-2.078125,0.126953125,37.46552576,0.0,6.65625,0.0,0.0,1.0,0.0
26,357.46762204170227,-0.146484375,-0.0966796875,0.050048828125,0.0,256.0,0.0,0.010173916816711426,0.00022870302200317383,0.01837158203125,1.0260480642318726,0.0010181814432144165,0.0,-0.146484375,0.0771484375,-0.201171875,-0.091796875,-0.0439453125,0.1767578125,37.46552576,0.0,2.875,0.0,0.0,0.5,0.0
27,370.5875382423401,-0.09228515625,-0.04248046875,0.050048828125,0.0,256.0,0.0,0.531394362449646,0.00020825862884521484,1.0859375,1.7656261920928955,0.002576574683189392,0.0,-0.09228515625,0.08740234375,-0.154296875,-0.030517578125,-0.4140625,1.3515625,37.46552576,0.0,1.953125,0.0,0.0,0.5,0.0
28,383.635990858078,-0.076171875,-0.076171875,0.0,0.0,256.0,0.0,0.26044130325317383,0.0009565502405166626,0.525390625,1.8008264303207397,-0.0016975253820419312,0.0,-0.076171875,0.06298828125,-0.12060546875,-0.03125,0.19140625,0.9765625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
29,396.88034081459045,-0.068359375,-0.068359375,0.0,0.0,256.0,0.0,0.30328047275543213,0.0016271620988845825,0.599609375,0.9298803806304932,0.00011166930198669434,0.0,-0.068359375,0.018310546875,-0.08154296875,-0.0556640625,-0.7578125,0.1494140625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
30,409.79257130622864,-0.203125,-0.103515625,0.10009765625,0.0,256.0,0.0,0.6027678847312927,0.0009967237710952759,1.21484375,2.0291972160339355,0.0010327696800231934,0.0,-0.203125,0.00482177734375,-0.20703125,-0.2001953125,0.1484375,1.546875,37.46552576,0.0,5.71875,0.0,0.0,1.0,0.0
31,422.5504319667816,-0.0634765625,-0.0634765625,0.0,0.0,256.0,0.0,1.1133496761322021,-0.0033117681741714478,2.21875,1.1530578136444092,-0.0029883980751037598,0.0,-0.0634765625,0.0050048828125,-0.06689453125,-0.059814453125,1.265625,1.125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
32,435.7941062450409,-0.12890625,-0.0791015625,0.050048828125,0.0,256.0,0.0,0.02905157208442688,0.0009522140026092529,0.0562744140625,2.96659517288208,-0.0028537213802337646,0.0,-0.12890625,0.10498046875,-0.203125,-0.054931640625,-0.12890625,0.30859375,37.46552576,0.0,3.453125,0.0,0.0,0.5,0.0
33,449.346378326416,-0.150390625,-0.1005859375,0.050048828125,0.0,256.0,0.0,0.17206859588623047,-0.0005449503660202026,0.3349609375,2.4290130138397217,0.0003949888050556183,0.0,-0.150390625,0.051025390625,-0.1865234375,-0.1142578125,0.4921875,0.380859375,37.46552576,0.0,2.78125,0.0,0.0,0.5,0.0
34,462.34437704086304,-0.06640625,-0.06640625,0.0,0.0,256.0,0.0,0.07051947712898254,0.0010051131248474121,0.13671875,2.3575518131256104,-7.128715515136719e-05,0.0,-0.06640625,0.00482177734375,-0.06982421875,-0.06298828125,0.224609375,0.423828125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
35,475.4151484966278,-0.130859375,-0.0810546875,0.050048828125,0.0,256.0,0.0,0.8541979789733887,-0.0014882087707519531,1.7265625,1.242389440536499,0.00122755765914917,0.0,-0.130859375,0.11572265625,-0.212890625,-0.04931640625,1.0,1.1875,37.46552576,0.0,3.296875,0.0,0.0,0.5,0.0
36,488.40038990974426,-0.115234375,-0.0654296875,0.050048828125,0.0,256.0,0.0,1.1566720008850098,0.0005658864974975586,2.3203125,1.4918286800384521,4.779547452926636e-05,0.0,-0.115234375,0.1025390625,-0.1875,-0.04248046875,-0.19140625,2.15625,37.46552576,0.0,2.6875,0.0,0.0,0.5,0.0
37,501.4164774417877,-0.0771484375,-0.0771484375,0.0,0.0,256.0,0.0,0.6885567307472229,0.0009987503290176392,1.36328125,1.815272331237793,-0.0003795325756072998,0.0,-0.0771484375,0.0654296875,-0.12353515625,-0.031005859375,1.1484375,0.2431640625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
38,514.581315279007,-0.1064453125,-0.056640625,0.050048828125,0.0,256.0,0.0,0.43709638714790344,-0.002384364604949951,0.880859375,1.8787039518356323,-0.0001157522201538086,0.0,-0.1064453125,0.1201171875,-0.19140625,-0.021728515625,0.27734375,1.265625,37.46552576,0.0,2.5,0.0,0.0,0.5,0.0
39,527.7457208633423,-0.1640625,-0.11328125,0.050048828125,0.0,256.0,0.0,0.24845147132873535,0.005328908562660217,0.4814453125,2.4147136211395264,0.001337498426437378,0.0,-0.1640625,0.0283203125,-0.18359375,-0.1435546875,0.6328125,0.494140625,37.46552576,0.0,3.0,0.0,0.0,0.5,0.0
40,540.8505852222443,-0.232421875,-0.1328125,0.10009765625,0.0,256.0,0.0,0.7962402105331421,-0.0001728832721710205,1.60546875,1.761887788772583,0.0014444440603256226,0.0,-0.232421875,0.015869140625,-0.244140625,-0.2216796875,-0.63671875,1.5625,37.46552576,0.0,6.8125,0.0,0.0,1.0,0.0
41,556.4024927616119,-0.125,-0.125,0.0,0.0,256.0,0.0,0.34513378143310547,-0.0002874135971069336,0.68359375,2.9147980213165283,0.0014752745628356934,0.0,-0.125,0.032470703125,-0.1484375,-0.1025390625,-0.02734375,1.1640625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
42,569.4838979244232,-0.1748046875,-0.12451171875,0.050048828125,0.0,256.0,0.0,0.40035903453826904,-0.0018759369850158691,0.791015625,2.5063445568084717,0.001436084508895874,0.0,-0.1748046875,0.045654296875,-0.20703125,-0.142578125,-0.78125,0.59765625,37.46552576,0.0,2.578125,0.0,0.0,0.5,0.0
43,582.514746427536,-0.0947265625,-0.044677734375,0.050048828125,0.0,256.0,0.0,0.22860530018806458,-0.0006642937660217285,0.4609375,0.9194956421852112,-0.002802647650241852,0.0,-0.0947265625,0.11474609375,-0.17578125,-0.01336669921875,-0.3359375,0.8515625,37.46552576,0.0,2.640625,0.0,0.0,0.5,0.0
44,595.5849165916443,-0.111328125,-0.0615234375,0.050048828125,0.0,256.0,0.0,0.09354320168495178,-0.0037601888179779053,0.1904296875,1.2946491241455078,-0.0004848688840866089,0.0,-0.111328125,0.10205078125,-0.18359375,-0.039306640625,-0.404296875,0.251953125,37.46552576,0.0,2.84375,0.0,0.0,0.5,0.0
45,608.9479005336761,-0.123046875,-0.0732421875,0.050048828125,0.0,256.0,0.0,0.1545601785182953,0.00014291703701019287,0.3037109375,1.6721680164337158,0.0007724612951278687,0.0,-0.123046875,0.0732421875,-0.1748046875,-0.0712890625,-0.197265625,0.71484375,37.46552576,0.0,3.140625,0.0,0.0,0.5,0.0
46,622.0848879814148,-0.11865234375,-0.068359375,0.050048828125,0.0,256.0,0.0,1.0158038139343262,-0.0003759115934371948,2.0546875,2.160020589828491,0.0009600892663002014,0.0,-0.11865234375,0.08642578125,-0.1796875,-0.0576171875,0.1640625,2.0,37.46552576,0.0,2.828125,0.0,0.0,0.5,0.0
47,635.1757824420929,-0.03125,-0.03125,0.0,0.0,256.0,0.0,0.15149834752082825,0.07867664098739624,0.14453125,1.3473080396652222,-0.0001455843448638916,0.0,-0.03125,0.00665283203125,-0.035888671875,-0.0264892578125,-0.3828125,0.012451171875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
48,648.5761625766754,-0.0693359375,-0.0693359375,0.0,0.0,256.0,0.0,1.3908761739730835,-0.00013656914234161377,2.828125,2.3157107830047607,0.00048045068979263306,0.0,-0.0693359375,0.037841796875,-0.09619140625,-0.042724609375,-0.41796875,2.296875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
49,661.5574014186859,-0.185546875,-0.134765625,0.050048828125,0.0,256.0,0.0,0.27489808201789856,-0.0002378523349761963,0.546875,2.3839423656463623,-0.00021845102310180664,0.0,-0.185546875,0.042236328125,-0.21484375,-0.1552734375,-0.4140625,0.87109375,37.46552576,0.0,4.625,0.0,0.0,0.5,0.0
50,674.6836726665497,-0.07763671875,-0.07763671875,0.0,0.0,256.0,0.0,0.9345695376396179,-0.0022794902324676514,1.8828125,1.4672212600708008,-0.0006795376539230347,0.0,-0.07763671875,0.026123046875,-0.09619140625,-0.059326171875,1.109375,1.125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
51,687.702202796936,-0.146484375,-0.09619140625,0.050048828125,0.0,256.0,0.0,0.563023567199707,-0.00033792853355407715,1.1328125,2.0576281547546387,-0.0003230050206184387,0.0,-0.146484375,0.05517578125,-0.185546875,-0.107421875,0.9765625,0.5859375,37.46552576,0.0,2.765625,0.0,0.0,0.5,0.0
52,704.8198730945587,-0.0615234375,-0.0615234375,0.0,0.0,256.0,0.0,0.676965594291687,0.00034700334072113037,1.32421875,2.3055379390716553,-9.587407112121582e-05,0.0,-0.0615234375,0.05859375,-0.10302734375,-0.020263671875,-0.458984375,1.4921875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
53,717.8086130619049,-0.078125,-0.078125,0.0,0.0,256.0,0.0,0.11090344190597534,-0.0006100386381149292,0.21240234375,1.051490068435669,0.0020270273089408875,0.0,-0.078125,0.002410888671875,-0.080078125,-0.07666015625,0.0673828125,0.66796875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
54,731.6469094753265,-0.142578125,-0.091796875,0.050048828125,0.0,256.0,0.0,0.7411996126174927,-0.0006638616323471069,1.4765625,1.4945977926254272,0.0002741962671279907,0.0,-0.142578125,0.06982421875,-0.19140625,-0.0927734375,0.5078125,1.5546875,37.46552576,0.0,3.125,0.0,0.0,0.5,0.0
55,744.6574201583862,-0.123046875,-0.0732421875,0.050048828125,0.0,256.0,0.0,0.3615463376045227,0.00028209388256073,0.73046875,1.8565587997436523,-0.00142592191696167,0.0,-0.123046875,0.11572265625,-0.205078125,-0.04150390625,-0.24609375,1.1796875,37.46552576,0.0,3.09375,0.0,0.0,0.5,0.0
56,757.632119178772,-0.205078125,-0.10546875,0.10009765625,0.0,256.0,0.0,0.2661607563495636,0.0007349103689193726,0.53125,1.6063451766967773,0.0018249228596687317,0.0,-0.205078125,0.003448486328125,-0.2080078125,-0.203125,-0.609375,0.5859375,37.46552576,0.0,7.0625,0.0,0.0,1.0,0.0
57,770.6730482578278,-0.1005859375,-0.1005859375,0.0,0.0,256.0,0.0,3.174236297607422,0.002358362078666687,6.328125,1.573446273803711,-0.0005068331956863403,0.0,-0.1005859375,0.0634765625,-0.1455078125,-0.0556640625,0.4453125,3.53125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
58,783.743665933609,-0.11572265625,-0.0654296875,0.050048828125,0.0,256.0,0.0,0.05187070369720459,-0.0013204216957092285,0.107666015625,3.645716905593872,0.0008832365274429321,0.0,-0.11572265625,0.1455078125,-0.21875,-0.0125732421875,-0.1455078125,0.41796875,37.46552576,0.0,3.359375,0.0,0.0,0.5,0.0
59,796.7090141773224,-0.134765625,-0.08447265625,0.050048828125,0.0,256.0,0.0,0.47882893681526184,0.000568687915802002,0.962890625,1.5848339796066284,0.0005230456590652466,0.0,-0.134765625,0.09716796875,-0.203125,-0.06591796875,0.375,1.2890625,37.46552576,0.0,3.546875,0.0,0.0,0.5,0.0
60,809.8181076049805,-0.0849609375,-0.0849609375,0.0,0.0,256.0,0.0,1.1299782991409302,0.005253911018371582,2.234375,1.0795310735702515,0.0029870420694351196,0.0,-0.0849609375,0.08544921875,-0.1455078125,-0.024658203125,1.4375,0.578125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
61,822.7757549285889,-0.087890625,-0.087890625,0.0,0.0,256.0,0.0,1.5304991006851196,-0.0005632191896438599,3.078125,1.944713830947876,0.0010578334331512451,0.0,-0.087890625,0.0537109375,-0.1259765625,-0.050048828125,-0.1953125,2.484375,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
62,839.5197644233704,-0.1787109375,-0.0791015625,0.10009765625,0.0,256.0,0.0,1.6872538328170776,-0.00040359795093536377,3.375,1.8662586212158203,0.0022107064723968506,0.0,-0.1787109375,0.004150390625,-0.181640625,-0.17578125,1.484375,1.5234375,37.46552576,0.0,5.6875,0.0,0.0,1.0,0.0
63,855.7532660961151,-0.2578125,-0.1572265625,0.10009765625,0.0,256.0,0.0,2.4533767700195312,-0.00025662779808044434,4.890625,1.7703006267547607,0.0010705888271331787,0.0,-0.2578125,0.1689453125,-0.376953125,-0.1376953125,-2.1875,0.419921875,37.46552576,0.0,4.1875,4.1875,0.0,0.5,0.5
64,868.71834897995,-0.169921875,-0.1201171875,0.050048828125,0.0,256.0,0.0,0.2468518316745758,0.00043232738971710205,0.4921875,2.4968478679656982,0.00017623603343963623,0.0,-0.169921875,0.0888671875,-0.232421875,-0.10693359375,0.126953125,0.95703125,37.46552576,0.0,3.609375,0.0,0.0,0.5,0.0
65,882.0421981811523,-0.083984375,-0.083984375,0.0,0.0,256.0,0.0,0.37026816606521606,0.0010560005903244019,0.73046875,1.8434388637542725,-1.4699995517730713e-05,0.0,-0.083984375,0.02001953125,-0.09814453125,-0.06982421875,0.734375,0.6640625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
66,895.079564332962,-0.224609375,-0.125,0.10009765625,0.0,256.0,0.0,0.8220120668411255,-0.0062096863985061646,1.6796875,1.6235653162002563,-0.0005323290824890137,0.0,-0.224609375,0.0103759765625,-0.232421875,-0.2177734375,-1.234375,0.578125,37.46552576,0.0,6.90625,0.0,0.0,1.0,0.0
67,908.1351656913757,-0.1435546875,-0.09326171875,0.050048828125,0.0,256.0,0.0,0.4992760121822357,-0.005012542009353638,1.01171875,1.2437305450439453,0.000544235110282898,0.0,-0.1435546875,0.0927734375,-0.208984375,-0.07763671875,-0.9765625,0.3671875,37.46552576,0.0,2.8125,0.0,0.0,0.5,0.0
68,921.6091403961182,-0.055419921875,-0.055419921875,0.0,0.0,256.0,0.0,0.3699631989002228,-0.0008499473333358765,0.74609375,1.821370005607605,4.571676254272461e-05,0.0,-0.055419921875,0.0458984375,-0.087890625,-0.0228271484375,0.3203125,1.125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
69,934.8344304561615,-0.18359375,-0.1337890625,0.050048828125,0.0,256.0,0.0,0.0025818347930908203,-0.0010815709829330444,0.0067596435546875,1.0730979442596436,-0.0011626183986663818,0.0,-0.18359375,0.11279296875,-0.263671875,-0.1044921875,-0.007568359375,0.1162109375,37.46552576,0.0,4.53125,0.0,0.0,0.5,0.0
70,947.8821280002594,-0.23046875,-0.130859375,0.10009765625,0.0,256.0,0.0,1.002205729484558,0.0014517754316329956,2.0234375,1.2069593667984009,-6.310641765594482e-05,0.0,-0.23046875,0.0220947265625,-0.24609375,-0.21484375,-0.3671875,2.046875,37.46552576,0.0,7.96875,0.0,0.0,1.0,0.0
71,961.1600830554962,-0.0888671875,-0.0888671875,0.0,0.0,256.0,0.0,1.3369741439819336,0.0009336024522781372,2.65625,1.1338351964950562,-0.001363515853881836,0.0,-0.0888671875,0.031494140625,-0.111328125,-0.06689453125,-1.15625,1.6171875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
72,974.1940267086029,-0.052001953125,-0.052001953125,0.0,0.0,256.0,0.0,1.4287705421447754,-0.0011505931615829468,2.8828125,1.906324028968811,-0.0016057789325714111,0.0,-0.052001953125,0.0272216796875,-0.0712890625,-0.03271484375,0.2578125,2.359375,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
73,987.3314402103424,-0.1943359375,-0.14453125,0.050048828125,0.0,256.0,0.0,1.7323826551437378,-0.0014271140098571777,3.4765625,1.6521323919296265,0.002154424786567688,0.0,-0.1943359375,0.08984375,-0.2578125,-0.130859375,-1.6875,1.1484375,37.46552576,0.0,0.0,4.09375,0.0,0.0,0.5
74,1000.5783114433289,-0.138671875,-0.0888671875,0.050048828125,0.0,256.0,0.0,0.4080216586589813,0.001328781247138977,0.80859375,2.1925723552703857,-0.0020889639854431152,0.0,-0.138671875,0.0103759765625,-0.146484375,-0.1318359375,-0.06640625,1.2890625,37.46552576,0.0,1.640625,0.0,0.0,0.5,0.0
75,1013.661651134491,-0.1318359375,-0.0810546875,0.050048828125,0.0,256.0,0.0,0.498525470495224,-0.0012494921684265137,1.00390625,1.1595323085784912,0.001421213150024414,0.0,-0.1318359375,0.154296875,-0.240234375,-0.022705078125,0.9609375,0.1435546875,37.46552576,0.0,0.0,3.34375,0.0,0.0,0.5
76,1026.637797832489,-0.1474609375,-0.09765625,0.050048828125,0.0,256.0,0.0,0.3161957859992981,-0.00014346837997436523,0.626953125,1.0486910343170166,0.0004603564739227295,0.0,-0.1474609375,0.1005859375,-0.21875,-0.07666015625,0.38671875,0.9765625,37.46552576,0.0,3.359375,0.0,0.0,0.5,0.0
77,1039.60697555542,-0.0888671875,-0.0888671875,0.0,0.0,256.0,0.0,0.9763732552528381,0.0028751641511917114,1.98046875,1.5123399496078491,-0.00241677463054657,0.0,-0.0888671875,0.0400390625,-0.1171875,-0.060546875,1.109375,1.171875,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
78,1052.6341598033905,-0.126953125,-0.126953125,0.0,0.0,256.0,0.0,0.2152937948703766,-0.013179033994674683,0.4541015625,1.741277813911438,0.0020369291305541992,0.0,-0.126953125,0.04248046875,-0.1572265625,-0.09716796875,0.6484375,0.1572265625,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
79,1065.7397856712341,-0.12158203125,-0.07177734375,0.050048828125,0.0,256.0,0.0,0.8190547227859497,-0.0006711781024932861,1.6328125,1.461323857307434,0.0009860694408416748,0.0,-0.12158203125,0.0986328125,-0.19140625,-0.0517578125,-0.09765625,1.8046875,37.46552576,0.0,2.40625,0.0,0.0,0.5,0.0
80,1078.7675852775574,-0.091796875,-0.091796875,0.0,0.0,256.0,0.0,0.010041743516921997,0.00048023462295532227,0.0211181640625,1.5674742460250854,-0.0006834864616394043,0.0,-0.091796875,0.041015625,-0.12109375,-0.06298828125,0.119140625,0.05517578125,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
81,1094.8132874965668,-0.11669921875,-0.06689453125,0.050048828125,0.0,256.0,0.0,0.01881808042526245,0.006872937083244324,0.02032470703125,1.0394277572631836,-0.00029449909925460815,0.0,-0.11669921875,0.12353515625,-0.2041015625,-0.029541015625,-0.125,0.08056640625,37.46552576,0.0,2.6875,0.0,0.0,0.5,0.0
82,1107.785765171051,-0.02734375,-0.02734375,0.0,0.0,256.0,0.0,1.390786051750183,-0.00019675493240356445,2.7578125,1.3700542449951172,0.0016553401947021484,0.0,-0.02734375,0.02099609375,-0.042236328125,-0.0125732421875,1.03125,1.8359375,37.46552576,0.0,0.0,0.0,0.0,0.0,0.0
83,1120.7453458309174,-0.205078125,-0.10546875,0.10009765625,0.0,256.0,0.0,2.032529592514038,0.0003782212734222412,4.078125,1.1505662202835083,-0.0021621957421302795,0.0,-0.205078125,0.00482177734375,-0.208984375,-0.2021484375,-1.7578125,1.359375,37.46552576,0.0,7.5625,0.0,0.0,1.0,0.0
