step,timestamp,total_reward,rm_score,indicator_penalty,kl_penalty,response_length_mean,response_length_std,ppo_loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,reward_mean,reward_std,reward_min,reward_max,advantage_mean,advantage_std,gpu_memory_gb
22,154.21288752555847,-0.1005859375,-0.1005859375,0.0,0.0,128.0,0.0,0.05678141117095947,0.006822660565376282,0.100830078125,1.4795936346054077,0.0010330379009246826,0.0,-0.1005859375,0.0361328125,-0.1259765625,-0.07470703125,-0.296875,0.10693359375,35.286823424
23,160.8477075099945,-0.14453125,-0.14453125,0.0,0.0,128.0,0.0,0.20904326438903809,0.0024706125259399414,0.4140625,2.229201555252075,0.0008386671543121338,0.0,-0.14453125,0.00689697265625,-0.1494140625,-0.1396484375,0.18359375,0.8671875,35.286823424
24,167.89208245277405,-0.078125,-0.078125,0.0,0.0,128.0,0.0,0.4117889106273651,0.001949205994606018,0.8046875,1.1172292232513428,0.0022294968366622925,0.0,-0.078125,0.007598876953125,-0.08349609375,-0.07275390625,0.828125,0.498046875,35.286823424
25,174.50168418884277,-0.1220703125,-0.1220703125,0.0,0.0,128.0,0.0,0.4709559679031372,0.002284899353981018,0.94921875,2.4009270668029785,0.00010037422180175781,0.0,-0.1220703125,0.01519775390625,-0.1328125,-0.111328125,-0.984375,0.0771484375,35.286823424
26,181.15244221687317,-0.091796875,-0.091796875,0.0,0.0,128.0,0.0,0.009719878435134888,0.0015314072370529175,0.01751708984375,1.6415064334869385,0.0010339915752410889,0.0,-0.091796875,0.0439453125,-0.12255859375,-0.060546875,-0.1240234375,0.10791015625,35.286823424
27,187.76898384094238,-0.064453125,-0.064453125,0.0,0.0,128.0,0.0,0.6213232278823853,0.0006463676691055298,1.23828125,1.933171272277832,-0.0006238073110580444,0.0,-0.064453125,0.0361328125,-0.08984375,-0.038818359375,-0.5859375,1.328125,35.286823424
28,194.40326642990112,-0.08935546875,-0.08935546875,0.0,0.0,128.0,0.0,0.16931399703025818,0.0022954046726226807,0.3349609375,2.628740072250366,-0.000676080584526062,0.0,-0.08935546875,0.0498046875,-0.12451171875,-0.05419921875,0.53125,0.3203125,35.286823424
29,201.05881667137146,-0.0712890625,-0.0712890625,0.0,0.0,128.0,0.0,0.08855435252189636,0.0028811097145080566,0.171875,1.1327136754989624,0.0023787766695022583,0.0,-0.0712890625,0.0203857421875,-0.0859375,-0.05712890625,-0.1318359375,0.53125,35.286823424
30,207.67122554779053,-0.111328125,-0.111328125,0.0,0.0,128.0,0.0,0.2434367835521698,-0.00035250186920166016,0.4892578125,2.0674431324005127,0.0011058524250984192,0.0,-0.111328125,0.0224609375,-0.126953125,-0.09521484375,0.208984375,0.953125,35.286823424
31,214.1161651611328,-0.1025390625,-0.1025390625,0.0,0.0,128.0,0.0,0.492014616727829,0.001605883240699768,0.970703125,1.6097350120544434,0.000974997878074646,0.0,-0.1025390625,0.0693359375,-0.1513671875,-0.05322265625,-0.09375,1.40625,35.286823424
32,220.7537932395935,-0.08251953125,-0.08251953125,0.0,0.0,128.0,0.0,0.10845819115638733,7.317960262298584e-05,0.2138671875,3.5954833030700684,-0.0010971277952194214,0.0,-0.08251953125,0.01312255859375,-0.091796875,-0.0732421875,0.42578125,0.2041015625,35.286823424
33,227.56062483787537,-0.0849609375,-0.0849609375,0.0,0.0,128.0,0.0,0.2075662910938263,0.0004976838827133179,0.40625,3.1407203674316406,0.00039952248334884644,0.0,-0.0849609375,0.052734375,-0.1220703125,-0.047607421875,-0.52734375,0.515625,35.286823424
34,234.17928647994995,-0.099609375,-0.099609375,0.0,0.0,128.0,0.0,0.8043591976165771,0.002032935619354248,1.59765625,2.666301727294922,0.0022724568843841553,0.0,-0.099609375,0.040283203125,-0.1279296875,-0.07080078125,-1.0625,0.92578125,35.286823424
35,240.82505059242249,-0.0908203125,-0.0908203125,0.0,0.0,128.0,0.0,0.13996464014053345,0.0003544241189956665,0.2734375,1.6449335813522339,0.001986980438232422,0.0,-0.0908203125,0.04150390625,-0.1201171875,-0.061279296875,0.51171875,0.1767578125,35.286823424
36,247.43782353401184,-0.09912109375,-0.09912109375,0.0,0.0,128.0,0.0,0.013331472873687744,-1.3232231140136719e-05,0.02911376953125,1.9415513277053833,-0.0004739835858345032,0.0,-0.09912109375,0.01519775390625,-0.10986328125,-0.08837890625,-0.04150390625,0.25,35.286823424
37,254.09914135932922,-0.06640625,-0.06640625,0.0,0.0,128.0,0.0,1.1089614629745483,-0.0007841736078262329,2.2109375,1.5971577167510986,-0.0014247149229049683,0.0,-0.06640625,0.03515625,-0.09130859375,-0.04150390625,1.4765625,0.33203125,35.286823424
38,260.76275062561035,-0.0654296875,-0.0654296875,0.0,0.0,128.0,0.0,1.3044753074645996,-9.490549564361572e-05,2.625,1.7045475244522095,0.001105085015296936,0.0,-0.0654296875,0.0286865234375,-0.0859375,-0.04541015625,-1.609375,0.19921875,35.286823424
39,267.428848028183,-0.125,-0.125,0.0,0.0,128.0,0.0,0.46414822340011597,-0.0027142465114593506,0.955078125,3.135488986968994,0.0004496350884437561,0.0,-0.125,0.01171875,-0.1337890625,-0.1171875,0.5859375,1.1171875,35.286823424
40,274.1257722377777,-0.15234375,-0.15234375,0.0,0.0,128.0,0.0,0.36341986060142517,0.0018324702978134155,0.716796875,2.2292914390563965,0.0008474066853523254,0.0,-0.15234375,0.039794921875,-0.1806640625,-0.12451171875,0.208984375,1.171875,35.286823424
41,281.79944372177124,-0.1259765625,-0.1259765625,0.0,0.0,128.0,0.0,0.77906334400177,-0.002609938383102417,1.54296875,3.172969341278076,-0.0010256022214889526,0.0,-0.1259765625,0.0211181640625,-0.140625,-0.11083984375,-0.265625,1.6875,35.286823424
42,288.4862949848175,-0.080078125,-0.080078125,0.0,0.0,128.0,0.0,0.16285395622253418,0.0009309947490692139,0.3271484375,3.03178334236145,-6.377696990966797e-06,0.0,-0.080078125,0.04248046875,-0.1103515625,-0.05029296875,-0.1171875,0.8125,35.286823424
43,295.15842604637146,-0.11865234375,-0.11865234375,0.0,0.0,128.0,0.0,0.10919469594955444,-0.0019466429948806763,0.224609375,1.4892950057983398,0.001641690731048584,0.0,-0.11865234375,0.00138092041015625,-0.11962890625,-0.11767578125,0.12109375,0.65625,35.286823424
44,301.8175163269043,-0.0888671875,-0.0888671875,0.0,0.0,128.0,0.0,0.1797909140586853,-0.0004990994930267334,0.3662109375,1.7504668235778809,0.002192489802837372,0.0,-0.0888671875,0.0478515625,-0.12255859375,-0.054931640625,-0.490234375,0.515625,35.286823424
45,308.4704256057739,-0.1123046875,-0.1123046875,0.0,0.0,128.0,0.0,0.8035343885421753,-0.0012747645378112793,1.6015625,2.2539427280426025,0.001126900315284729,0.0,-0.1123046875,0.0096435546875,-0.119140625,-0.10546875,-0.64453125,1.53125,35.286823424
46,315.1145749092102,-0.07470703125,-0.07470703125,0.0,0.0,128.0,0.0,1.1497137546539307,-0.007267504930496216,2.328125,2.630873680114746,0.00041487812995910645,0.0,-0.07470703125,0.0311279296875,-0.0966796875,-0.052734375,1.421875,0.6796875,35.286823424
47,321.75460171699524,-0.1220703125,-0.1220703125,0.0,0.0,128.0,0.0,1.889573097229004,-0.0013931989669799805,3.7578125,1.959796667098999,0.0010075271129608154,0.0,-0.1220703125,0.05224609375,-0.1591796875,-0.08544921875,-1.9375,0.375,35.286823424
48,328.53430247306824,-0.10009765625,-0.10009765625,0.0,0.0,128.0,0.0,0.5242534279823303,0.00037023425102233887,1.03515625,3.3860976696014404,-0.0012220889329910278,0.0,-0.10009765625,0.0546875,-0.138671875,-0.061279296875,0.34765625,1.34375,35.286823424
